"text","tweet_id","created_at","Language","Week"
"[IG] 220104 sooyaaa__ story update

""
@Dior
 
@.diorbeauty
@DazedKorea
 
#diornewlook #디올뉴룩Trái tim màu trắng""

Biểu tượng liên kết https://t.co/PSliO6V7mz

블랙핑크 지수 #JISOO #지수 
@BLACKPINK",1478292606433914880,"2022-01-04T09:09:57","en","2"
"Can @Dior make an especial collaboration with them both? I’m sure they will nailed it and that would be perfect 😭

#JISOO #JUNGHAEIN #Dior https://t.co/33NcNkrLuZ",1478360604771745790,"2022-01-04T13:40:09","en","2"
"엑소 세훈, 짙은 이목구비에 시선 강탈 ..팬심 녹이는 잘생김 (Source : 헤럴드POP | NAVER TV연예) 
🔗 https://t.co/SSVjdo61DW 

#세훈 #SEHUN #엑소세훈 #오세훈 #OHSEHUN #Dior @Dior",1478293362549551100,"2022-01-04T09:12:57","en","2"
"Repost from @ellie_gonsalves
•
@BODE_Magazine cover issue 🪐
Wearing @dior 
Photo @laurenschulzvisuals 
Styled @styledbybloom_ 
Hair+MUA @pennyantuar 
Video @jimmimach https://t.co/69Qw1XVx9P",1478264394115080190,"2022-01-04T07:17:51","en","2"
"세훈, 마네킹 뺨치는 콧날..잘생김 그 자체 (출처 : OSEN | 네이버 TV연예)
#세훈 #SEHUN #엑소세훈 #오세훈 #OHSEHUN #Dior @Dior https://t.co/ctNdyWBw86",1478293549179355140,"2022-01-04T09:13:42","en","2"
"Queen Jisoo for @Dior beauty New Look collection on @DazedKorea 
 #OurPrideJISOOday #첫눈처럼_다가온_지수의_생일을_축하해 https://t.co/9eGCfW5v6k",1478236066327195650,"2022-01-04T05:25:17","en","2"
"Mannequin like human Oh Sehun in Dior 🧡
 
#Dior #DIORsacai @dior  #DiorGlobalAmbassadorSEHUN #세훈 #SEHUN #엑소세훈 #OhSehun #오세훈
https://t.co/y1EMPANg8j",1478325871630970880,"2022-01-04T11:22:08","en","2"
"세훈, 마네킹 뺨치는 콧날..잘생김 그 자체 (출처 : OSEN | 네이버 TV연예) https://t.co/d1u9qmqRAw

#세훈 #SEHUN #엑소세훈 #오세훈 #OHSEHUN #Dior @Dior",1478293959356993540,"2022-01-04T09:15:19","en","2"
"Motorola Moto G71 5G - Full Phone Specifications
#BettyWhiteChallenge #BigBen #仕事始め
#gfvip #TentacionesDBT8 #仕事初め #mobile #motorola @marcjacobs @hm @Burberry @Dior
@Nike @LouisVuitton @netflix
@gucci @dolcegabbana @Versace
@YSL @WholeFoods
https://t.co/rq6DVeXMz9",1478175228308037630,"2022-01-04T01:23:32","en","2"
"OH SEHUN BEING YOUNG RICH AND SUCCESSFUL ✨

#SEHUN #세훈 #EXO #Dior 
#DiorGlobalAmbassadorSEHUN @weareoneEXO @Dior https://t.co/GrYqaBa9lM",1478292613790781440,"2022-01-04T09:09:59","en","2"
"엑소 세훈, 짙은 이목구비에 시선 강탈 ..팬심 녹이는 잘생김 (출처 : 헤럴드POP | 네이버 TV연예) https://t.co/UmYO99Opwf 
#세훈 #SEHUN #엑소세훈 #오세훈 #OHSEHUN #Dior 
@Dior",1478312569803014140,"2022-01-04T10:29:17","en","2"
"JISOO for @Dior Beauty https://t.co/vaDLzfcaj1

블랙핑크 지수 #블랙핑크지수 #지수 #김지수 #JISOO #DIOR #DIORBEAUTY",1478213622732001280,"2022-01-04T03:56:06","en","2"
"세훈, 마네킹 뺨치는 콧날..잘생김 그 자체 (출처 : OSEN | 네이버 TV연예) https://t.co/5llTbQiIET 
#세훈 #SEHUN #엑소세훈 #오세훈 #OHSEHUN #Dior 
@Dior",1478312408053878780,"2022-01-04T10:28:38","en","2"
"20 days until my bdaaay, @dior send some treats, please.",1478441870640521220,"2022-01-04T19:03:04","en","2"
"pls @Dior @DazedKorea https://t.co/yihML3OFTt",1478313298172932100,"2022-01-04T10:32:10","en","2"
"Didn’t @Dior just said recently that they don’t have any of their products in Africa? What’s this one doing in Uganda? 😂😂😂 https://t.co/SknyhmBfWh",1478844588479729660,"2022-01-05T21:43:20","en","2"
"Emma Laird in @Dior &amp; Isabel May in @Prada at the ''1883'' Las Vegas Premiere https://t.co/M5b0CwcXAi #pinterest",1478596754060812290,"2022-01-05T05:18:31","en","2"
"the oblique @dior print is one of the best but its better if you two tone it like @iamcardib did. i loved that top they sent .",1478755800734707710,"2022-01-05T15:50:31","en","2"
"Love Jisoo love @Dior love @DazedKorea 
블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #BLACKPINKJISOO https://t.co/TNfhRUvhXf",1478593344184143870,"2022-01-05T05:04:58","en","2"
"Damn good!!!!

블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #BLACKPINKJISOO @Dior https://t.co/m7PBVWRHMn",1478593073932546050,"2022-01-05T05:03:54","en","2"
"Reposted from @oohsehun @Dior @Mrkimjones #diorsacai #광고 https://t.co/UJZR7orTGx",1478565051120467970,"2022-01-05T03:12:33","en","2"
"Diorの新しいバッグ☃️
今日の雪のような真っ白なスタイリング❄️
@dior 
#DiorVibe #Dior https://t.co/F8OhHpzB2w",1479050261524013060,"2022-01-06T11:20:36","en","2"
"Winter colour of choice  
🤍 @dior #DiorVibe #InCollaborationWithDior https://t.co/YDQILWygZ2",1479167528962342910,"2022-01-06T19:06:35","en","2"
"شرايكم بجنطة "" ديور"" اليديدة ؟
متوفر منها حجم اصغر و لون ابيض 💫
Hottest new arrival by @dior

#DiorVibe #InCollaborationWithDior @ Arc de Triomphe https://t.co/2CVS7M484B",1479090777917726720,"2022-01-06T14:01:36","en","2"
"Here’s a look at the Cannes red carpet with @Dior. From @CalvinKlein in New Movie The Best Gifts to Give Every.",1479106746706628610,"2022-01-06T15:05:03","en","2"
"New Dior Vibe 🤍 @dior #InCollaborationWithDior https://t.co/OAKamuc3J6",1479098431851347970,"2022-01-06T14:32:01","en","2"
"The Princess &amp; Prince Int. Co. LLC is the only Haute Management Consulting Company in the world.

Discover A Rare Blend of High-Level Generalist &amp; Specialized Advisory.

For VVIPs with the Highest Confidentiality Standards.

@RoyalFamily @VP @LVMH @Dior @Fendi @BillAckman @jack",1479193678308651010,"2022-01-06T20:50:29","en","2"
"😍

블랙핑크 지수 #JISOO #지수 #블랙핑크지수 #김지수 @Dior https://t.co/LN3Xct8D3i",1479064913360293890,"2022-01-06T12:18:49","en","2"
"👀👀👀👀😎🎬🤫🔥💙💛

#BreakTheNet 

This too much pressure!!! 🤧

Set Legend x All Business x 🤑🤝

@GQMagazine @GQStyle @Dior @Lamborghini @UnderArmour @celineofficial @esquire @BlackEOEJournal @MensHealthMag 

“They never had this much drip”🤫

Rodzilla.pr@gmail.com 🤝 https://t.co/84HNyRMGqL",1479485895959060480,"2022-01-07T16:11:39","en","2"
"Thank you chiyung 
#치형이_아껴주셔서감사합니다 
#황치형 #세훈 #吴世勋 #NowWeAreBreakingUp #SEHUN #EXO #Dior @Dior @weareoneEXO",1479462644276862980,"2022-01-07T14:39:16","en","2"
"Wish to see Jisoo at Dior's flagship stores

블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #BLACKPINKJISOO @Dior #DIORBEAUTY https://t.co/IdTIuhP6sI",1479353763333021700,"2022-01-07T07:26:36","en","2"
"i just wanna work retail at @Dior with 0 luxury retail experience. I really don't feel like I'm asking for much",1479517824196530180,"2022-01-07T18:18:32","en","2"
"https://t.co/i7whPtO5aM
블랙핑크 지수 #BLACKPINK  #JISOO  #블랙핑크  #지수  @BLACKPINK @Dior",1479463029615988740,"2022-01-07T14:40:48","en","2"
"https://t.co/tlOGUH2pJ8
블랙핑크 지수 #BLACKPINK  #JISOO  #블랙핑크  #지수  @BLACKPINK @Dior @DazedKorea",1479418380654239740,"2022-01-07T11:43:22","en","2"
"Brands from @Balenciaga to @Dior are favouring in-person launch experiences in cool neighbourhoods to build buzz around capsules and collaborations.
https://t.co/Kqx1p9dG9Q",1479800806643744770,"2022-01-08T13:03","en","2"
".. and back to @Dior 😍 https://t.co/2lcp2IlCDe",1480222041525600260,"2022-01-09T16:56:50","en","3"
"The latest The Stephie Pahlavi Zan Daily! https://t.co/y9OCby0kzp Thanks to @Dior @IranianWin @SHENERY2 #iran #competition",1480262010851971070,"2022-01-09T19:35:39","en","3"
"Delta and Omicron got together like @BALENCIAGA and @Dior for the hottest collab of the season 😩",1480315282908491780,"2022-01-09T23:07:21","en","3"
"When is the @Dior lip gloss oil coming back???? I need more 🥲",1480237385854164990,"2022-01-09T17:57:48","en","3"
"there’s no heartbreak like finding out @Dior discontinued airflash",1480162115906383870,"2022-01-09T12:58:43","en","3"
"Samsung Galaxy M22 - Full Phone Specifications
#Chiefs #Drew Lock #Klay #Mahomes
#CePostaPerTe #KCORP #Broncos #Vini
#Valencia #Benzema #mobile #Samsung
@Xbox @hm @Dior @Nike @YSL @CHANEL
@adidas @Burberry @justinbieber 
@BarackObama  @ladygaga @ddlovato 
https://t.co/s0vIgG5dQG",1479979040287051780,"2022-01-09T00:51:14","en","3"
"Your customer service is terrible @Dior still waiting for replacement item. Emails ignored",1480198073712357380,"2022-01-09T15:21:36","en","3"
"The collaboration serves to introduce the @Dior Vibe elevated athleisure collection. https://t.co/CY40nzqBCI",1480660766202396670,"2022-01-10T22:00:10","en","3"
"Revisit some of #Blackpink's Jisoo’s most notable @Dior looks through the years. https://t.co/fr1hrpOZ0M",1480662720127320060,"2022-01-10T22:07:56","en","3"
"Brands from @Balenciaga to @Dior are favouring in-person launch experiences in cool neighbourhoods to build buzz around capsules and collaborations.
https://t.co/Kqx1p9vh1o",1480374839105884160,"2022-01-10T03:04","en","3"
"Robert Pattinson in this @dior commercial 🤤🤤🤤🤤🤤🤤🤤",1480603791670099970,"2022-01-10T18:13:46","en","3"
"DIOR BACKSTAGE eye palette bronze neutrals review https://t.co/rUUoxWDRhN via @YouTube @Dior",1480589878232449020,"2022-01-10T17:18:29","en","3"
"Johnny Depp and a million alpacas. @Dior is listening? Whatever it is, I am buying. #BoycottDisney #BoycottWarnerBrothers #JusticeForJohnnyDeppVirginia2022 https://t.co/aTbmDw5RUS",1481005231358029820,"2022-01-11T20:48:57","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/MIZASqnNgg 
블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #blackpinkjisoo",1480742667575181310,"2022-01-11T03:25:37","en","3"
"🆙Price Increase🚨@DIOR Bags will have a price increase on January 17, 2022!!

more #DIOR on my🔝IGStory Highlights

✌🏽Viber🇺🇸+19178737700 ONLY📲NO DM PLEASE @ Manhattan, New York https://t.co/epfpsjEUkN",1481007731913932800,"2022-01-11T20:58:53","en","3"
"OMG! I’m so in love with this Dior New Look Limited Edition. ❤️❤️❤️ @diorbeauty @dior #diorbeauty #diornewlooklimitededition https://t.co/S93hwcgUBd",1480753638049996800,"2022-01-11T04:09:13","en","3"
"I am so over the repititively played @Dior hommes sport Robert Pattinson ads on ESPN.  I will scream and pull my hair out if I see it again.  Or gouge my eyes out.",1480704631143649280,"2022-01-11T00:54:28","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/wmcl9sQ0P3 
블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #BLACKPINKJISOO",1480967807994978300,"2022-01-11T18:20:15","en","3"
"You gotta love #NigeriansAndSwag: so, dude is being arraigned on charges of #MoneyLaundering &amp; general plunder. Guess what? He shows up as the #PinUpBoy for @Dior! 
 https://t.co/KPIsWwzpds",1481239025314930690,"2022-01-12T12:17:58","en","3"
"Brands from @BALENCIAGA to @Dior are favouring in-person launch experiences in cool neighbourhoods to build buzz around capsules and collaborations.
https://t.co/Kqx1p9vh1o",1481347749391986690,"2022-01-12T19:30","en","3"
"Athletes unite in a sportive campaign spotlighting @Dior's newly-launched Vibe collection.

#Dior #Diorvibe 

https://t.co/C8SNtR0T9I",1481264862089129980,"2022-01-12T14:00:38","en","3"
"오세훈 “‘해적: 도깨비 깃발’ 첫 영화, 설레고 기대, 더 좋은 모습 보여드릴 것”

#Pirates2 #해적도깨비깃발 #해적2 #세훈 #SEHUN #엑소세훈 #OhSehun #오세훈 #Dior @dior #DiorAmbassadorSehun https://t.co/IGIwdOlHdE",1481193125133848580,"2022-01-12T09:15:34","en","3"
".
.
@dior https://t.co/TkGePt4unl",1481225233319276540,"2022-01-12T11:23:10","en","3"
"2022 is the year where you start buying @Dior through your #crypto profits on a regular.",1481632258947960830,"2022-01-13T14:20:32","en","3"
".@Dior a new era in luxury has come: going back to the origins #BehindtheScenes https://t.co/pVQpuVm6sX",1481694740085190660,"2022-01-13T18:28:49","en","3"
"https://t.co/jc44DKsX5h Best #wintermakeup ideas #AnjyRajy #Beauty #Makeup @LOrealUSA @Dior  @rarebeauty @ColourPopCo @CHANEL",1481648272049467390,"2022-01-13T15:24:10","en","3"
"It’s 3 weeks since I received an empty box from @Dior via @DPDgroup_news. 4 calls to Dior customer service and my nephew is still without his Xmas present while they ‘carry out their investigations’. Surely the priority is to make it right with the customer #badcustomerservice",1481706705939542020,"2022-01-13T19:16:22","en","3"
"There is a calling card that allows you to mark your presence with a lingering duration, even when you have departed the room. 
@voguemagazine @Dior @thetimes 
https://t.co/wDDjIDzfGu",1481724748283670530,"2022-01-13T20:28:03","en","3"
"This @Dior foundation is BOMB!
You have to have somewhat good skin though cause the coverage is so light😭",1481520866890452990,"2022-01-13T06:57:54","en","3"
"Want them to work again @dior can you make it happen?? https://t.co/BMbrfwRhAs",1481506634610331650,"2022-01-13T06:01:21","en","3"
"okay now bring it back ! @Dior https://t.co/bgf0f1WPdN",1481447608115929090,"2022-01-13T02:06:48","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/D4VpLjfJPF 블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #blackpinkjisoo",1481613220914016260,"2022-01-13T13:04:53","en","3"
"Nuevo bolso @dior https://t.co/Lyrsnwr42q",1481599857911607300,"2022-01-13T12:11:47","en","3"
"DIORRR DO YOUR MAGIC @Dior https://t.co/B5R0v60Lm9",1481440024176783360,"2022-01-13T01:36:40","en","3"
"Holiday season @dior 
.
.
#dior #diorbeauty #luxurybeauty #luxury #paris #frenchchic #blackgirlluxury #lunarnewyear https://t.co/919UIdgkv2",1481690088467746820,"2022-01-13T18:10:20","en","3"
"Jisoo @Dior https://t.co/HcmHPdQ79a",1481501302651703300,"2022-01-13T05:40:10","en","3"
"Thirteen years on, @johngalliano's A/W 2009 haute couture presentation for Christian @Dior is still one of my top favorite fashion shows of all time. The glamour, as always with Galliano, is on another level.
https://t.co/TqkTeLe7GL",1482030305053708290,"2022-01-14T16:42:14","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/HmxB1CVikz 

#KOREAQUEST_JISOO",1481796956104314880,"2022-01-14T01:14:59","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/6WLmTwupR9

#KOREAQUEST_JISOO",1481923769283518460,"2022-01-14T09:38:54","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/WZ0PPifoux 

#KOREAQUEST_JISOO
#지수 #블랙핑크지수",1482137624433213440,"2022-01-14T23:48:41","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) 

블랙핑크 지수 #지수 #블랙핑크지수 #JISOO @BLACKPINK 
https://t.co/nODqaq4R3C",1481858033512816640,"2022-01-14T05:17:41","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/dCDy0n7tBU hi 

#KOREAQUEST_JISOO",1481997787403526140,"2022-01-14T14:33:01","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/dCDy0n7tBU",1481831880555364350,"2022-01-14T03:33:46","en","3"
"Not Koreans getting @Dior even tagging it as Suzy dior wallent.. the queen’s doing https://t.co/Nt5vXDdvYH",1482405203060170750,"2022-01-15T17:31:56","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/wc9ebvSrLl 블랙핑크 지수 #블랙핑크 #지수 #블랙핑크지수 #김지수 #JISOO #BLACKPINK #BLACKPINKJISOO",1482262990007443460,"2022-01-15T08:06:50","en","3"
"블랙핑크 지수 @dior뷰티 @디올 고혹적인 화보사진 (+지수 인스타) (출처 : 3T: trend.. | 블로그) https://t.co/zvBZ5lS9Gu 
블랙핑크 지수  #지수 #JISOO  #블랙핑크지수 @BLACKPINK",1482196127038545920,"2022-01-15T03:41:09","en","3"
"この #YUTA の影響力。。✨
宣伝効果抜群♪しかも大仰なプロモーション無しですよ。。！
トムフォード氏は昨年いち早くご採用しましたよ(小声)
@Dior
@SMTOWNGLOBAL 
@NCT_OFFICIAL_JP

https://t.co/lIHkbaBMU7",1482753135630520320,"2022-01-16T16:34:30","en","4"
"Yuta should be a @Dior ambassador actually 👩🏾‍💻 https://t.co/VtYN9vT1s9",1482743493038690300,"2022-01-16T15:56:11","en","4"
"Dior Goes to Athens For Short Film ‘The Greek Bar Jacket’
#Dior #fashion #Greece #Athens 
@Dior @VisitGreecegr @gtpgr @CityofAthens @visiteurope 
https://t.co/nVTjAWBY6O",1482815692713906180,"2022-01-16T20:43:05","en","4"
"hi @Dior @DIORJP https://t.co/hT74MDD2Eu",1482798487633035260,"2022-01-16T19:34:43","en","4"
"Graphic and descriptive shapes encapsulate the space. By @richard_haines x @dior https://t.co/2zydqm5fkP",1482511488749289470,"2022-01-16T00:34:17","en","4"
"This @Dior dress was absolutely made for Chu!! She was so gorgeous during that presscon

#KOREAQUEST_JISOO https://t.co/T2DgmLaG7B",1482802017336655870,"2022-01-16T19:48:44","en","4"
".@DIORJP @DIOR https://t.co/qrXv9Gg5C7",1482746226361925630,"2022-01-16T16:07:03","en","4"
"Luxury🐷@KarlLagerfeld @Fendi @CHANEL @Dior @MaisonValentino @LVMH @wwd @Madonna @TMZ @MTV @Versace @KeringGroup @EW @people @enews @voguemagazine @MuseeLouvre @InStyle @vmagazine @RalphLauren @armani @YSL @marcjacobs @TOMFORD @nypost GREAT MAN!👑✝️☯️@SHAQ https://t.co/YI4XNHrsRI",1482849612234846210,"2022-01-16T22:57:52","en","4"
"hiii @Dior @DIORJP https://t.co/IvhP9fRnsM",1482756501185912830,"2022-01-16T16:47:52","en","4"
"See Yara Shahidi stun in the new @Dior Forever Sisterhood campaign to celebrate the brand's new foundation. #DiorBeauty #DiorMakeup #DiorForever #ForeverSisterhood https://t.co/ljfKl09cuF",1483106881161908220,"2022-01-17T16:00:09","en","4"
"Introducing @MonoLocco_ Project.
#monolocco is styled by Fendi, @Dior and @Burberry stylist. Total 6666 NFTs, All minting seats are assigned to whitelist, called MONOLIST(1 allo) and LOCCOLIST(2 allo).
More details to be WL are under this thread. First, https://t.co/Y8R18aokCK",1482986664536702980,"2022-01-17T08:02:28","en","4"
"https://t.co/FbW1C2Snv1
블랙핑크 지수 #BLACKPINK  #JISOO  #블랙핑크  #지수  @BLACKPINK @Dior",1482963846944157700,"2022-01-17T06:31:47","en","4"
"For the past seasons, Tech accessories were big among the top luxury players. Yesterday, @Fendi one-upped the game by introducing its collab with @Ledger. Curious to see if more surprises await in Paris (@LouisVuitton @Dior @OffWht) https://t.co/qEEfp9YBJy",1482998177796132860,"2022-01-17T08:48:13","en","4"
"Imagine her wearing a custom @Dior evening gown on the red carpet of an award show. Manifesting this. 🙏🏻 https://t.co/mrtt0DH8Ak",1483095458096418820,"2022-01-17T15:14:46","en","4"
"oh pak pati pang exercise dior din thank you @Dior For spoiling our chu https://t.co/J5qRt5A2SZ",1482992398904881150,"2022-01-17T08:25:15","en","4"
"When will we see Jisoo and Anya Taylor Joy together? @Dior do something",1482995642570280960,"2022-01-17T08:38:08","en","4"
"Jisoo confirm she is @Dior Queen ❤️‍🔥😄 https://t.co/N7Otk3CrFM",1482992656967819260,"2022-01-17T08:26:16","en","4"
"지수 디올한테 런닝머신 받음 https://t.co/354NRFoN7k 
블랙핑크 지수 #BLACKPINK  #JISOO  #블랙핑크  #지수  @BLACKPINK @Dior",1483162367118954500,"2022-01-17T19:40:38","en","4"
"#JISOO #지수 #KimJisoo #金智秀 #BLACKPINK #블랙핑크지수 #SNOWDROP ❄️. @Dior https://t.co/5SYrhFNH6Z",1482970081520873470,"2022-01-17T06:56:34","en","4"
"#JISOO #지수 #KimJisoo #金智秀 #BLACKPINK #블랙핑크지수 #SNOWDROP ❄️. @Dior https://t.co/NtOEf1SoaZ",1482970769223143420,"2022-01-17T06:59:18","en","4"
"CEO Pietro Beccari shares what’s on his agenda for the year ahead. @Dior
https://t.co/GmVbL76kPh",1483512010381791230,"2022-01-18T18:50","en","4"
